Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
148;132300;5,03E+00;3,68E+00;2,53E+00;6,407733;55,7;7,19275512;2,56E+00;6,88373424;2,50E+00;6,95855088;6,8310408;3,18098;2,84429;2,70809;2,72113;3,23652;3,594;4,2;;;;;;;;
149;133200;4,95E+00;4,02E+00;2,86E+00;6,311737;56;0;0;0;0;2,50E+00;0;3,43526;3,09227;2,88568;2,90052;3,42536;3,78683;4,1;;;;;;;;
150;134100;4,71E+00;4,29E+00;3,20E+00;6,311737;56;0;0;0;0;0;0;3,43526;3,09227;2,88568;2,90052;3,42536;3,78683;4,1;;;;;;;;
151;135000;4,30E+00;4,39E+00;3,54E+00;6,311737;56;0;0;0;0;0;0;3,43526;3,09227;2,88568;2,90052;3,42536;3,78683;4,1;;;;;;;;
152;135900;3,67E+00;4,03E+00;3,71E+00;6,311737;56;3,36E+00;2,13E+00;6,88373424;2,93E+00;6,95855088;6,8310408;3,43526;3,09227;2,88568;2,90052;3,42536;3,78683;4,1;;;;;;;;
153;136800;3,02E+00;3,50E+00;3,67E+00;6,23974;56;0;0;0;0;0;0;3,48016;3,1362;2,91583;2,9309;3,4571;3,81932;4,5;;;;;;;;
154;137700;2,48E+00;2,93E+00;3,48E+00;6,23974;56;0;0;0;0;0;0;3,48016;3,1362;2,91583;2,9309;3,4571;3,81932;4,5;;;;;;;;
155;138600;2,12E+00;2,37E+00;3,23E+00;6,23974;56;0;1,28E+00;0;0;0;0;3,48016;3,1362;2,91583;2,9309;3,4571;3,81932;4,5;;;;;;;;
156;139500;1,90E+00;2,60E+00;3,45E+00;6,23974;56;1,92E+00;1,28E+00;5,50696728;2,09E+00;4,64E+00;4,10E+00;3,48016;3,1362;2,91583;2,9309;3,4571;3,81932;4,5;;;;;;;;
157;140400;1,67E+00;3,19E+00;4,05E+00;6,263739;57,8;0;0;0;0;0;0;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4,2;;;;;;;;
158;141300;1,47E+00;3,58E+00;4,59E+00;6,263739;57,8;0;0;0;0;0;0;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4,2;;;;;;;;
159;142200;1,26E+00;3,75E+00;4,97E+00;6,263739;57,8;0;0;0;0;0;0;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4,2;;;;;;;;
160;143100;1,03E+00;3,60E+00;5,015958;6,263739;57,8;1,92E+00;6,40572228;1,84E+00;2,09E+00;1,86E+00;1,83E+00;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4,2;;;;;;;;
161;144000;7,53E-01;3,166374;4,6717363;6,455731;67,7;0;0;0;0;0;0;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4;;;;;;;;
162;144900;0,54722974;2,4505525;3,887119;6,455731;67,7;4,80E-01;0;0;0;0;0;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4;;;;;;;;
163;145800;0,42759595;1,7145703;2,9626108;6,455731;67,7;5,45995548;0;0;3,07E+00;0;1,37E+00;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4;;;;;;;;
164;146700;0,36699182;0,87095734;1,6828148;6,455731;67,7;7,19275512;6,40572228;1,84E+00;6,26031252;1,86E+00;1,20E+00;3,61396;3,25631;3,01807;3,0456;3,53588;3,90346;4;;;;;;;;
165;147600;0,24197188;0,26346002;0,5898861;7,031707;55,1;0;0;0;0;0;0;3,76926;3,40406;3,12554;3,15581;3,65343;4,02162;3,9;;;;;;;;
166;148500;0,0722362;0,04423942;0,109399345;7,031707;55,1;0;0;0;0;0;0;3,76926;3,40406;3,12554;3,15581;3,65343;4,02162;3,9;;;;;;;;
167;149400;0;0;0;7,031707;55,1;0;0;3,76E+00;0;5,10030264;0;3,76926;3,40406;3,12554;3,15581;3,65343;4,02162;3,9;;;;;;;;
168;150300;0;0;0;7,031707;55,1;5,75424432;3,41E+00;6,88373424;5,01E+00;6,95855088;6,8310408;3,76926;3,40406;3,12554;3,15581;3,65343;4,02162;3,9;;;;;;;;
169;151200;0;0;0;7,079705;53,9;0;0;0;0;1,16E+00;0;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,8;;;;;;;;
170;152100;0;0;0;7,079705;53,9;0;0;0;0;0;0;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,8;;;;;;;;
171;153000;0;0;0;7,079705;53,9;0;0;0;0;0;0;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,8;;;;;;;;
172;153900;0;0;0;7,079705;53,9;7,19275512;5,55407964;6,88373424;3,76E+00;6,95855088;4,56E+00;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,8;;;;;;;;
173;154800;0;0;0;6,935711;49,1;0;0;0;0;0;0;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,5;;;;;;;;
174;155700;0;0;0;6,935711;49,1;0;0;0;0;0;0;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,5;;;;;;;;
175;156600;0;0;0;6,935711;49,1;0;0;0;0;0;8,55E-01;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,5;;;;;;;;
176;157500;0;0;0;6,935711;49,1;4,31E+00;3,41E+00;5,9684874;5,84057508;4,17E+00;4,10E+00;3,8835;3,50741;3,20873;3,24392;3,73586;4,10572;3,5;;;;;;;;
177;158400;0;0;0;6,527728;40,2;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3,3;;;;;;;;
178;159300;0;0;0;6,527728;40,2;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3,3;;;;;;;;
179;160200;0;0;0;6,527728;40,2;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3,3;;;;;;;;
180;161100;0;0;0;6,527728;40,2;2,88E+00;3,41E+00;1,84E+00;2,93E+00;3,71E+00;1,83E+00;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3,3;;;;;;;;
181;162000;0;0;0;6,359735;45,9;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3;;;;;;;;
182;162900;0;0;0;6,359735;45,9;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3;;;;;;;;
183;163800;0;0;0;6,359735;45,9;0;0;0;0;0;0;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3;;;;;;;;
184;164700;0;0;0;6,359735;45,9;3,19E+00;2,99E+00;2,29E+00;2,50E+00;1,86E+00;1,83E+00;4,14747;3,75935;3,39707;3,43631;3,96087;4,33485;3;;;;;;;;
185;165600;0;0;0;6,431732;38,9;0;0;5,40530112;0;0;2,55E+00;4,28229;3,88828;3,49773;3,53795;4,07612;4,45468;2,7;;;;;;;;
186;166500;0;0;0;6,431732;38,9;0;0;0;0;0;5,309568;4,28229;3,88828;3,49773;3,53795;4,07612;4,45468;2,7;;;;;;;;
187;167400;0;0;0;6,431732;38,9;0;0;0;1,25E+00;1,39E+00;0;4,28229;3,88828;3,49773;3,53795;4,07612;4,45468;2,7;;;;;;;;
188;168300;0;0;0;6,431732;38,9;7,19275512;6,40572228;6,88373424;1,25E+00;1,25E+00;6,8310408;4,28229;3,88828;3,49773;3,53795;4,07612;4,45468;2,7;;;;;;;;
189;169200;0;0;0;6,167743;36;6,29369844;1,01E+00;5,95285032;0;0;5,8141278;4,25792;3,86664;3,47064;3,51141;4,04664;4,42137;2,4;;;;;;;;
190;170100;0;0;0;6,167743;36;0;0;0;0;0;0;4,25792;3,86664;3,47064;3,51141;4,04664;4,42137;2,4;;;;;;;;
191;171000;0;0;0;6,167743;36;0;0;0;0;0;0;4,25792;3,86664;3,47064;3,51141;4,04664;4,42137;2,4;;;;;;;;
192;171900;0;0;0;6,167743;36;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;4,25792;3,86664;3,47064;3,51141;4,04664;4,42137;2,4;;;;;;;;
193;172800;0;0;0;5,807758;35;0;0;0;5,3568312;0;0;4,22428;3,8346;3,43445;3,47742;4,01216;4,38067;2;;;;;;;;
194;173700;0;0;0;5,807758;35;0;0;0;0;0;0;4,22428;3,8346;3,43445;3,47742;4,01216;4,38067;2;;;;;;;;
195;174600;0;0;0;5,807758;35;0;0;0;0;0;0;4,22428;3,8346;3,43445;3,47742;4,01216;4,38067;2;;;;;;;;
196;175500;0;0;0;5,807758;35;0;6,40572228;0;6,26031252;0;0;4,22428;3,8346;3,43445;3,47742;4,01216;4,38067;2;;;;;;;;
197;176400;0;0;0;5,567768;33,6;0;0;0;0;0;0;4,38048;3,9811;3,55499;3,59952;4,15318;4,52719;2,2;;;;;;;;
198;177300;0;0;0;5,567768;33,6;0;0;0;0;0;0;4,38048;3,9811;3,55499;3,59952;4,15318;4,52719;2,2;;;;;;;;
199;178200;0;0;0;5,567768;33,6;0;0;0;0;0;0;4,38048;3,9811;3,55499;3,59952;4,15318;4,52719;2,2;;;;;;;;
200;179100;0;0;0;5,567768;33,6;0;6,40572228;0;6,26031252;0;0;4,38048;3,9811;3,55499;3,59952;4,15318;4,52719;2,2;;;;;;;;
201;180000;0;0;0;5,375776;33,9;0;0;0;0;0;0;4,55897;4,1473;3,6944;3,74044;4,31623;4,69752;2,5;;;;;;;;
202;180900;0;0;0;5,375776;33,9;0;0;0;0;0;0;4,55897;4,1473;3,6944;3,74044;4,31623;4,69752;2,5;;;;;;;;
203;181800;0;0;0;5,375776;33,9;0;0;0;0;0;0;4,55897;4,1473;3,6944;3,74044;4,31623;4,69752;2,5;;;;;;;;
204;182700;0;0;0;5,375776;33,9;0;1,28E+00;0;6,26031252;0;0;4,55897;4,1473;3,6944;3,74044;4,31623;4,69752;2,5;;;;;;;;
205;183600;0;0;0;5,183784;33,5;0;0;0;0;0;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;2;;;;;;;;
206;184500;0;0;0;5,183784;33,5;0;0;0;0;0;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;2;;;;;;;;
207;185400;0;0;0;5,183784;33,5;0;0;0;0;0;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;2;;;;;;;;
208;186300;0;0;0;5,183784;33,5;0;1,28E+00;6,88373424;6,26031252;6,95855088;6,8310408;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;2;;;;;;;;
209;187200;0;0;0;5,111787;33,9;0;0;2,82E+00;0;2,58E+00;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;1,7;;;;;;;;
210;188100;0;0;0;5,111787;33,9;0;0;0;0;0;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;1,7;;;;;;;;
211;189000;0;0;0;5,111787;33,9;0;0;0;0;0;0;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;1,7;;;;;;;;
212;189900;0;0;0;5,111787;33,9;7,19275512;1,28E+00;6,88373424;6,26031252;6,95855088;1,83E+00;4,58937;4,17418;3,71319;3,7601;4,33716;4,71917;1,7;;;;;;;;
213;190800;0;0;0;5,015791;48,1;2,54E+00;0;0;0;0;0;4,42558;4,0213;3,58974;3,63524;4,18572;4,55686;1,2;;;;;;;;
214;191700;0;0;0;5,015791;48,1;0;0;0;0;0;0;4,42558;4,0213;3,58974;3,63524;4,18572;4,55686;1,2;;;;;;;;
215;192600;0;0;0;5,015791;48,1;0;0;0;0;0;0;4,42558;4,0213;3,58974;3,63524;4,18572;4,55686;1,2;;;;;;;;
216;193500;0;0;0;5,015791;48,1;7,19275512;1,28E+00;1,84E+00;6,26031252;1,86E+00;1,83E+00;4,42558;4,0213;3,58974;3,63524;4,18572;4,55686;1,2;;;;;;;;
217;194400;0;0;0;4,823799;54,6;0;0;0;0;0;0;4,35957;3,95737;3,55552;3,6007;4,13971;4,50519;1,4;;;;;;;;
218;195300;0;0;0;4,823799;54,6;0;0;0;0;0;0;4,35957;3,95737;3,55552;3,6007;4,13971;4,50519;1,4;;;;;;;;
219;196200;0;0;0;4,823799;54,6;0;0;0;0;0;0;4,35957;3,95737;3,55552;3,6007;4,13971;4,50519;1,4;;;;;;;;
220;197100;0;0;0;4,823799;54,6;6,71051964;5,12458788;4,59E+00;3,76E+00;1,86E+00;1,83E+00;4,35957;3,95737;3,55552;3,6007;4,13971;4,50519;1,4;;;;;;;;
221;198000;0;0;0;4,919795;57,9;0;0;0;0;0;0;4,18461;3,79573;3,38841;3,43492;3,96149;4,3168;1,7;;;;;;;;
222;198900;0;0;0;4,919795;57,9;0;0;0;0;0;0;4,18461;3,79573;3,38841;3,43492;3,96149;4,3168;1,7;;;;;;;;
223;199800;0;0;0;4,919795;57,9;0;0;0;0;0;0;4,18461;3,79573;3,38841;3,43492;3,96149;4,3168;1,7;;;;;;;;
224;200700;0;0;0,00E+00;4,919795;57,9;5,27195856;3,84E+00;3,21E+00;3,76E+00;6,95855088;4,10E+00;4,18461;3,79573;3,38841;3,43492;3,96149;4,3168;1,7;;;;;;;;
225;201600;0;0,00E+00;0,00E+00;5,111787;57,2;0;0;0;0;0;0;3,28689;2,91302;2,74732;2,77792;3,22044;3,54623;2;;;;;;;;
226;202500;0,00E+00;0,00E+00;0,00E+00;5,111787;57,2;0;0;0;0;0;0;3,28689;2,91302;2,74732;2,77792;3,22044;3,54623;2;;;;;;;;
227;203400;0,00E+00;0,00E+00;0,00E+00;5,111787;57,2;0;0;0;0;0;0;3,28689;2,91302;2,74732;2,77792;3,22044;3,54623;2;;;;;;;;
228;204300;1,57E-02;6,37E-03;1,57E-02;5,111787;57,2;3,36E+00;3,41E+00;3,21E+00;3,76E+00;6,0333486;4,10E+00;3,28689;2,91302;2,74732;2,77792;3,22044;3,54623;2;;;;;;;;
229;205200;6,00E-02;2,39E-02;6,00E-02;5,399775;52,3;0;0;0;0;0;0;3,05949;2,71464;2,50726;2,52667;2,98594;3,29872;3,1;;;;;;;;
230;206100;1,30E-01;5,05E-02;1,30E-01;5,399775;52,3;2,88E+00;2,85E+00;4,13E+00;2,50E+00;0;3,64E+00;3,05949;2,71464;2,50726;2,52667;2,98594;3,29872;3,1;;;;;;;;
231;207000;2,20E-01;8,38E-02;2,20E-01;5,399775;52,3;6,2364798;5,51038632;5,72598696;5,65559496;0;5,82966432;3,05949;2,71464;2,50726;2,52667;2,98594;3,29872;3,1;;;;;;;;
232;207900;3,76E-01;1,45E-01;3,76E-01;5,399775;52,3;7,19275512;6,40572228;6,88373424;6,26031252;6,0333486;6,8310408;3,05949;2,71464;2,50726;2,52667;2,98594;3,29872;3,1;;;;;;;;
233;208800;6,11E-01;2,41E-01;6,11E-01;5,687763;49,9;1,11E+00;0;2,47E+00;1,98E+00;0;0;3,14009;2,8294;2,56031;2,57197;3,00359;3,33388;5,5;;;;;;;;
234;209700;8,57E-01;3,42E-01;8,57E-01;5,687763;49,9;0;0;0;0;0;0;3,14009;2,8294;2,56031;2,57197;3,00359;3,33388;5,5;;;;;;;;
235;210600;1,05E+00;4,23E-01;1,05E+00;5,687763;49,9;0;0;0;0;2,70E+00;0;3,14009;2,8294;2,56031;2,57197;3,00359;3,33388;5,5;;;;;;;;
236;211500;1,12E+00;4,51E-01;1,11E+00;5,687763;49,9;7,19275512;6,40572228;5,50696728;6,26031252;6,95855088;6,8310408;3,14009;2,8294;2,56031;2,57197;3,00359;3,33388;5,5;;;;;;;;
237;212400;1,09E+00;4,38E-01;1,09E+00;5,99975;46,3;0;0;0;0;0;0;3,09797;2,78201;2,54162;2,56228;2,94215;3,27732;5,6;;;;;;;;
238;213300;1,07E+00;4,30E-01;1,07E+00;5,99975;46,3;0;0;0;0;0;0;3,09797;2,78201;2,54162;2,56228;2,94215;3,27732;5,6;;;;;;;;
239;214200;1,14E+00;4,61E-01;1,15E+00;5,99975;46,3;0;0;0;0;0;0;3,09797;2,78201;2,54162;2,56228;2,94215;3,27732;5,6;;;;;;;;
240;215100;1,41E+00;5,80E-01;1,36E+00;5,99975;46,3;7,19275512;2,56E+00;5,50696728;3,34E+00;5,56685076;1,83E+00;3,09797;2,78201;2,54162;2,56228;2,94215;3,27732;5,6;;;;;;;;
241;216000;1,79E+00;7,74E-01;1,64E+00;6,095746;41,5;0;0;0;0;0;0;3,18504;2,88563;2,58651;2,59554;3,00528;3,35078;5,8;;;;;;;;
242;216900;2,19E+00;9,96E-01;1,92E+00;6,095746;41,5;0;0;0;0;0;0;3,18504;2,88563;2,58651;2,59554;3,00528;3,35078;5,8;;;;;;;;
243;217800;2,48E+00;1,19E+00;2,11E+00;6,095746;41,5;0;0;0;0;0;0;3,18504;2,88563;2,58651;2,59554;3,00528;3,35078;5,8;;;;;;;;
244;218700;2,72E+00;1,39E+00;2,28E+00;6,095746;41,5;7,19275512;5,12458788;3,21E+00;5,01E+00;6,95855088;6,8310408;3,18504;2,88563;2,58651;2,59554;3,00528;3,35078;5,8;;;;;;;;
245;219600;2,94E+00;1,65E+00;2,47E+00;5,951752;37,1;0;0;0;0;0;0;3,40811;3,10677;2,76243;2,7708;3,21555;3,57007;6,3;;;;;;;;
246;220500;3,05E+00;1,88E+00;2,65E+00;5,951752;37,1;0;0;0;0;0;0;3,40811;3,10677;2,76243;2,7708;3,21555;3,57007;6,3;;;;;;;;
247;221400;2,98E+00;2,00E+00;2,75E+00;5,951752;37,1;0;0;0;0;0;0;3,40811;3,10677;2,76243;2,7708;3,21555;3,57007;6,3;;;;;;;;
248;222300;2,74E+00;1,93E+00;2,75E+00;5,951752;37,1;2,88E+00;2,13E+00;5,9684874;2,09E+00;3,71E+00;4,10E+00;3,40811;3,10677;2,76243;2,7708;3,21555;3,57007;6,3;;;;;;;;
249;223200;2,45E+00;1,73E+00;2,65E+00;5,831757;37;0;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;6,2;;;;;;;;
250;224100;2,18E+00;1,54E+00;2,52E+00;5,831757;37;0;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;6,2;;;;;;;;
251;225000;1,95E+00;1,45E+00;2,43E+00;5,831757;37;1,67E+00;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;6,2;;;;;;;;
252;225900;1,81E+00;1,52E+00;2,47E+00;5,831757;37;7,19275512;6,40572228;3,67E+00;6,26031252;6,49200276;6,8310408;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;6,2;;;;;;;;
253;226800;1,67E+00;1,71E+00;2,64E+00;5,831757;39,1;0;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;5,9;;;;;;;;
254;227700;1,52E+00;1,94E+00;2,89E+00;5,831757;39,1;0;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;5,9;;;;;;;;
255;228600;1,34E+00;2,19E+00;3,23E+00;5,831757;39,1;0;0;0;0;0;0;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;5,9;;;;;;;;
256;229500;1,10E+00;2,32E+00;3,45E+00;5,831757;39,1;7,19275512;6,40572228;6,88373424;6,26031252;1,86E+00;6,8310408;3,56831;3,26034;2,884;2,89193;3,35551;3,71665;5,9;;;;;;;;
257;230400;8,11E-01;2,01E+00;3,12E+00;6,119745;42,1;0;0;0;0;2,71E-01;0;3,77093;3,43907;3,05469;3,06809;3,54279;3,90923;5,8;;;;;;;;
258;231300;4,95E-01;1,75E+00;2,83E+00;6,119745;42,1;0;0;0;0;0;0;3,77093;3,43907;3,05469;3,06809;3,54279;3,90923;5,8;;;;;;;;
259;232200;3,84E-01;1,01E+00;1,81E+00;6,119745;42,1;0;0;0;0;1,66E+00;0;3,77093;3,43907;3,05469;3,06809;3,54279;3,90923;5,8;;;;;;;;
260;233100;3,11E-01;4,05E-01;0,83034985;6,119745;42,1;7,19275512;6,40572228;6,88373424;5,01E+00;6,95855088;1,83E+00;3,77093;3,43907;3,05469;3,06809;3,54279;3,90923;5,8;;;;;;;;
261;234000;1,81E-01;0,098902336;0,2448529;6,647723;36,7;0;0;0;0;0;0;3,71217;3,39133;2,99568;3,00763;3,48137;3,84237;5,4;;;;;;;;
262;234900;0,04857923;0,019456078;0,048580112;6,647723;36,7;0;0;0;0;0;0;3,71217;3,39133;2,99568;3,00763;3,48137;3,84237;5,4;;;;;;;;
263;235800;0;0;0;6,647723;36,7;0;0;0;0;0;0;3,71217;3,39133;2,99568;3,00763;3,48137;3,84237;5,4;;;;;;;;
264;236700;0;0;0;6,647723;36,7;3,36E+00;3,84E+00;6,88373424;3,76E+00;6,95855088;6,8310408;3,71217;3,39133;2,99568;3,00763;3,48137;3,84237;5,4;;;;;;;;
265;237600;0;0;0;6,791717;36;0;0;0;0;0;0;3,59978;3,28784;2,89674;2,90838;3,36694;3,72001;4,7;;;;;;;;
266;238500;0;0;0;6,791717;36;0;0;0;0;0;0;3,59978;3,28784;2,89674;2,90838;3,36694;3,72001;4,7;;;;;;;;
267;239400;0;0;0;6,791717;36;0;0;0;0;0;0;3,59978;3,28784;2,89674;2,90838;3,36694;3,72001;4,7;;;;;;;;
268;240300;0;0;0;6,791717;36;7,19275512;3,41E+00;6,88373424;3,34E+00;3,71E+00;4,10E+00;3,59978;3,28784;2,89674;2,90838;3,36694;3,72001;4,7;;;;;;;;
269;241200;0;0;0;6,647723;33,5;0;3,01E+00;0;2,78E+00;0;6,89E-01;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,3;;;;;;;;
270;242100;0;0;0;6,647723;33,5;0;4,74E+00;0;4,63E+00;0;4,56E+00;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,3;;;;;;;;
271;243000;0;0;0;6,647723;33,5;0;0;0;0;0;7,04E-01;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,3;;;;;;;;
272;243900;0;0;0;6,647723;33,5;4,31E+00;6,40572228;5,9684874;6,26031252;6,49200276;6,8310408;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,3;;;;;;;;
273;244800;0;0;0;6,383734;24,6;1,69E+00;1,40E+00;0;5,18608032;0;5,67439968;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,8;;;;;;;;
274;245700;0;0;0;6,383734;24,6;5,27195856;0;2,76E+00;0;0;0;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,8;;;;;;;;
275;246600;0;0;0;6,383734;24,6;0;0;0;0;0;0;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,8;;;;;;;;
276;247500;0;0;0;6,383734;24,6;7,19275512;6,40572228;6,88373424;6,26031252;3,25E+00;6,8310408;3,63255;3,31633;2,9227;2,93728;3,39526;3,7443;5,8;;;;;;;;
277;248400;0;0;0;6,263739;17,8;6,3181848;0;6,02324232;0;2,32E+00;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5;;;;;;;;
278;249300;0;0;0;6,263739;17,8;0;0;0;0;5,16355488;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5;;;;;;;;
279;250200;0;0;0;6,263739;17,8;0;0;0;0;0;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5;;;;;;;;
280;251100;0;0;0;6,263739;17,8;7,19275512;2,99E+00;6,88373424;2,93E+00;6,95855088;2,27E+00;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5;;;;;;;;
281;252000;0;0;0;6,407733;9,5;5,86048596;0;5,58E-01;0;6,08870688;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5,7;;;;;;;;
282;252900;0;0;0;6,407733;9,5;0;0;0;0;0;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5,7;;;;;;;;
283;253800;0;0;0;6,407733;9,5;0;0;0;0;0;0;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5,7;;;;;;;;
284;254700;0;0;0;6,407733;9,5;7,19275512;5,55407964;6,88373424;5,01E+00;6,95855088;2,27E+00;3,70165;3,38946;2,97073;2,97895;3,45124;3,80936;5,7;;;;;;;;
285;255600;0;0;0;6,119745;8,5;0;0;2,80E+00;0;3,00E+00;0;4,05908;3,72286;3,26905;3,28124;3,79379;4,16625;5,9;;;;;;;;
286;256500;0;0;0;6,119745;8,5;0;0;0;0;0;0;4,05908;3,72286;3,26905;3,28124;3,79379;4,16625;5,9;;;;;;;;
287;257400;0;0;0;6,119745;8,5;0;0;0;0;0;0;4,05908;3,72286;3,26905;3,28124;3,79379;4,16625;5,9;;;;;;;;
288;258300;0;0;0;6,119745;8,5;1,44E+00;1,28E+00;6,88373424;1,67E+00;6,95855088;1,83E+00;4,05908;3,72286;3,26905;3,28124;3,79379;4,16625;5,9;;;;;;;;
289;259200;0;0;0;5,807758;-0,1;0;1,28E+00;0;8,35E-01;0;0;3,96572;3,6223;3,19609;3,21469;3,70462;4,0669;5,4;;;;;;;;
290;260100;0;0;0;5,807758;-0,1;0;0;0;0;0;0;3,96572;3,6223;3,19609;3,21469;3,70462;4,0669;5,4;;;;;;;;
291;261000;0;0;0;5,807758;-0,1;0;0;0;0;0;0;3,96572;3,6223;3,19609;3,21469;3,70462;4,0669;5,4;;;;;;;;
292;261900;0;0;0;5,807758;-0,1;0;6,40572228;0;6,26031252;0;0;3,96572;3,6223;3,19609;3,21469;3,70462;4,0669;5,4;;;;;;;;
293;262800;0;0;0;5,51977;-6,3;0;0;0;0;0;0;3,8423;3,50638;3,09522;3,11325;3,58422;3,93841;3,8;;;;;;;;
294;263700;0;0;0;5,51977;-6,3;0;0;0;0;0;0;3,8423;3,50638;3,09522;3,11325;3,58422;3,93841;3,8;;;;;;;;
295;264600;0;0;0;5,51977;-6,3;0;0;0;0;0;0;3,8423;3,50638;3,09522;3,11325;3,58422;3,93841;3,8;;;;;;;;
296;265500;0;0;0;5,51977;-6,3;0;6,40572228;0;6,26031252;0;0;3,8423;3,50638;3,09522;3,11325;3,58422;3,93841;3,8;;;;;;;;
297;266400;0;0;0;5,375776;-5,1;0;0;0;0;0;0;4,02165;3,67434;3,24673;3,26703;3,75798;4,11874;4,6;;;;;;;;
298;267300;0;0;0;5,375776;-5,1;0;0;0;0;0;0;4,02165;3,67434;3,24673;3,26703;3,75798;4,11874;4,6;;;;;;;;
299;268200;0;0;0;5,375776;-5,1;0;0;0;0;0;0;4,02165;3,67434;3,24673;3,26703;3,75798;4,11874;4,6;;;;;;;;
300;269100;0;0;0;5,375776;-5,1;0;6,40572228;0;6,26031252;0;0;4,02165;3,67434;3,24673;3,26703;3,75798;4,11874;4,6;;;;;;;;
301;270000;0;0;0;5,303779;0,1;0;0;0;0;0;0;4,15956;3,79157;3,36408;3,39402;3,88853;4,25399;4,9;;;;;;;;
302;270900;0;0;0;5,303779;0,1;0;0;0;0;0;0;4,15956;3,79157;3,36408;3,39402;3,88853;4,25399;4,9;;;;;;;;
303;271800;0;0;0;5,303779;0,1;0;0;0;0;0;0;4,15956;3,79157;3,36408;3,39402;3,88853;4,25399;4,9;;;;;;;;
304;272700;0;0;0;5,303779;0,1;0;6,40572228;1,84E+00;6,26031252;6,95855088;6,8310408;4,15956;3,79157;3,36408;3,39402;3,88853;4,25399;4,9;;;;;;;;
305;273600;0;0;0;5,351777;10,6;0;0;0;0;0;5,99267208;4,10912;3,75427;3,32111;3,34419;3,83867;4,20466;3,7;;;;;;;;
306;274500;0;0;0;5,351777;10,6;0;0;0;0;0;0;4,10912;3,75427;3,32111;3,34419;3,83867;4,20466;3,7;;;;;;;;
