Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
28035;25230600;0;0;0;6,071747;29,9;0;0;0;0;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;6,6;;;;;;;;
28036;25231500;0;0;0;6,071747;29,9;0;1,28E+00;0;8,35E-01;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;6,6;;;;;;;;
28037;25232400;0;0;0;6,023749;30;0;0;0;0;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;5,6;;;;;;;;
28038;25233300;0;0;0;6,023749;30;0;0;0;0;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;5,6;;;;;;;;
28039;25234200;0;0;0;6,023749;30;0;0;0;0;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;5,6;;;;;;;;
28040;25235100;0;0;0;6,023749;30;0;1,28E+00;0;8,35E-01;0;0;0,28895;0;0,68336;0,77074;0,55201;0,44706;5,6;;;;;;;;
28041;25236000;0;0;0;5,99975;31;0;0;0;0;0;0;0,36918;0;0,72034;0,80573;0,62132;0,53523;6,3;;;;;;;;
28042;25236900;0;0;0;5,99975;31;0;0;0;0;0;0;0,36918;0;0,72034;0,80573;0,62132;0,53523;6,3;;;;;;;;
28043;25237800;0;0;0;5,99975;31;0;0;0;0;0;0;0,36918;0;0,72034;0,80573;0,62132;0,53523;6,3;;;;;;;;
28044;25238700;0;0;0;5,99975;31;0;1,28E+00;0;8,35E-01;0;0;0,36918;0;0,72034;0,80573;0,62132;0,53523;6,3;;;;;;;;
28045;25239600;0;0;0;6,119745;39,9;0;0;0;0;0;0;0,45041;0,09921;0,76366;0,84665;0,69472;0,6235;6,6;;;;;;;;
28046;25240500;0;0;0;6,119745;39,9;0;0;0;0;0;0;0,45041;0,09921;0,76366;0,84665;0,69472;0,6235;6,6;;;;;;;;
28047;25241400;0;0;0;6,119745;39,9;0;0;0;0;0;0;0,45041;0,09921;0,76366;0,84665;0,69472;0,6235;6,6;;;;;;;;
28048;25242300;0;0;0;6,119745;39,9;0;1,28E+00;6,88373424;1,25E+00;6,95855088;6,8310408;0,45041;0,09921;0,76366;0,84665;0,69472;0,6235;6,6;;;;;;;;
28049;25243200;0;0;0;6,383734;47;0;0;3,06E+00;0;2,83E+00;0;0,4638;0,13197;0,77078;0,85319;0,70699;0,63806;6,3;;;;;;;;
28050;25244100;0;0;0;6,383734;47;0;0;0;0;0;0;0,4638;0,13197;0,77078;0,85319;0,70699;0,63806;6,3;;;;;;;;
28051;25245000;0;0;0;6,383734;47;0;0;0;0;0;0;0,4638;0,13197;0,77078;0,85319;0,70699;0,63806;6,3;;;;;;;;
28052;25245900;0;0;0;6,383734;47;1,92E+00;1,28E+00;6,88373424;8,35E-01;6,95855088;1,83E+00;0,4638;0,13197;0,77078;0,85319;0,70699;0,63806;6,3;;;;;;;;
28053;25246800;0;0;0;7,127703;51,3;0;0;0;0;0;0;0,40925;0,09305;0,72867;0,8093;0,64319;0,57052;6,1;;;;;;;;
28054;25247700;0;0;0;7,127703;51,3;0;0;0;0;0;0;0,40925;0,09305;0,72867;0,8093;0,64319;0,57052;6,1;;;;;;;;
28055;25248600;0;0;0;7,127703;51,3;0;0;0;0;0;0;0,40925;0,09305;0,72867;0,8093;0,64319;0,57052;6,1;;;;;;;;
28056;25249500;0;0;0;7,127703;51,3;2,39E+00;1,28E+00;1,84E+00;1,67E+00;1,86E+00;1,83E+00;0,40925;0,09305;0,72867;0,8093;0,64319;0,57052;6,1;;;;;;;;
28057;25250400;0;0;0;7,91967;47;0;0;0;0;0;0;0;0;0,63046;0,70899;0,22068;0,02668;6;;;;;;;;
28058;25251300;0;0;0;7,91967;47;0;0;0;0;0;0;0;0;0,63046;0,70899;0,22068;0,02668;6;;;;;;;;
28059;25252200;0;0;0;7,91967;47;0;0;0;0;0;0;0;0;0,63046;0,70899;0,22068;0,02668;6;;;;;;;;
28060;25253100;0;0;0,00E+00;7,91967;47;5,27195856;3,84E+00;3,21E+00;3,76E+00;1,86E+00;1,83E+00;0;0;0,63046;0,70899;0,22068;0,02668;6;;;;;;;;
28061;25254000;0;0,00E+00;0,00E+00;8,207658;43,1;0;0;0;0;0;0;0;0;0;0,02814;0;0;6,4;;;;;;;;
28062;25254900;0,00E+00;0,00E+00;0,00E+00;8,207658;43,1;0;0;0;0;0;0;0;0;0;0,02814;0;0;6,4;;;;;;;;
28063;25255800;0,00E+00;0,00E+00;0,00E+00;8,207658;43,1;9,55E-01;0;0;0;0;0;0;0;0;0,02814;0;0;6,4;;;;;;;;
28064;25256700;2,05E-01;4,46E-02;8,82E-02;8,207658;43,1;2,39E+00;3,84E+00;3,67E+00;3,76E+00;6,0333486;3,64E+00;0;0;0;0,02814;0;0;6,4;;;;;;;;
28065;25257600;7,53E-01;1,81E-01;3,40E-01;8,279655;41,3;0;0;0;0;0;0;0;0;0;0;0;0;7,3;;;;;;;;
28066;25258500;1,44E+00;3,85E-01;6,75E-01;8,279655;41,3;0;0;0;0;0;0;0;0;0;0;0;0;7,3;;;;;;;;
28067;25259400;2,08E+00;6,00E-01;1,01E+00;8,279655;41,3;0;1,71E+00;0;1,67E+00;0;1,23E+00;0;0;0;0;0;0;7,3;;;;;;;;
28068;25260300;2,62E+00;8,08E-01;1,32E+00;8,279655;41,3;7,19275512;1,91E+00;6,88373424;1,86E+00;4,17E+00;6,8310408;0;0;0;0;0;0;7,3;;;;;;;;
28069;25261200;3,11E+00;1,02E+00;1,63E+00;8,423649;37,6;2,58E+00;0;2,47E+00;0;0;0;0;0;0;0;0;0;8,5;;;;;;;;
28070;25262100;3,62E+00;1,24E+00;1,93E+00;8,423649;37,6;0;0;0;0;0;0;0;0;0;0;0;0;8,5;;;;;;;;
28071;25263000;4,43E+00;1,57E+00;2,17E+00;8,423649;37,6;0;1,92E+00;0;1,14E+00;2,28E+00;0;0;0;0;0;0;0;8,5;;;;;;;;
28072;25263900;5,40E+00;1,98E+00;2,43E+00;8,423649;37,6;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;8,5;;;;;;;;
28073;25264800;6,62E+00;2,55E+00;2,69E+00;8,543644;33,1;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;
28074;25265700;7,83E+00;3,18E+00;2,88E+00;8,543644;33,1;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;
28075;25266600;9,06E+00;3,91E+00;2,85E+00;8,543644;33,1;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;
28076;25267500;9,92E+00;4,57E+00;2,83E+00;8,543644;33,1;2,39E+00;6,40572228;2,29E+00;6,26031252;1,86E+00;1,83E+00;0;0;0;0;0;0;10;;;;;;;;
28077;25268400;1,11E+01;5,52E+00;2,65E+00;8,471647;32,9;0;0;0;0;0;0;0;0;0;0;0;0;12,4;;;;;;;;
28078;25269300;1,17E+01;6,24E+00;2,59E+00;8,471647;32,9;0;0;0;0;0;0;0;0;0;0;0;0;12,4;;;;;;;;
28079;25270200;1,17E+01;6,68E+00;2,99E+00;8,471647;32,9;0;0;0;0;0;0;0;0;0;0;0;0;12,4;;;;;;;;
28080;25271100;1,15E+01;7,07E+00;3,58E+00;8,471647;32,9;4,80E+00;2,56E+00;1,84E+00;3,34E+00;1,86E+00;1,83E+00;0;0;0;0;0;0;12,4;;;;;;;;
28081;25272000;1,09E+01;7,21E+00;4,27E+00;8,423649;32,6;0;0;0;0;0;0;0;0;0;0;0;0;13,3;;;;;;;;
28082;25272900;1,02E+01;7,32E+00;4,94E+00;8,423649;32,6;0;0;0;0;0;0;0;0;0;0;0;0;13,3;;;;;;;;
28083;25273800;9,51E+00;7,40E+00;5,60E+00;8,423649;32,6;0;0;0;0;0;0;0;0;0;0;0;0;13,3;;;;;;;;
28084;25274700;8,75E+00;7,47E+00;6,25E+00;8,423649;32,6;4,31E+00;2,56E+00;3,21E+00;2,50E+00;3,25E+00;4,10E+00;0;0;0;0;0;0;13,3;;;;;;;;
28085;25275600;7,96E+00;7,52E+00;6,88E+00;8,303654;33;0;0;0;0;0;0;0;0;0;0;0;0;14,9;;;;;;;;
28086;25276500;7,11E+00;7,55E+00;7,50E+00;8,303654;33;0;0;0;0;0;0;0;0;0;0;0;0;14,9;;;;;;;;
28087;25277400;6,22E+00;7,55E+00;8,10E+00;8,303654;33;0;0;0;0;0;0;0;0;0;0;0;0;14,9;;;;;;;;
28088;25278300;5,27E+00;7,48E+00;8,64E+00;8,303654;33;2,88E+00;2,13E+00;3,21E+00;2,50E+00;3,25E+00;4,10E+00;0;0;0;0;0;0;14,9;;;;;;;;
28089;25279200;4,26E+00;7,33E+00;9,07E+00;8,087663;44,6;0;0;0;0;0;0;0;0;0;0,02191;0;0;16,3;;;;;;;;
28090;25280100;3,27E+00;6,89E+00;9,20E+00;8,087663;44,6;0;0;2,29E+00;0;2,79E+00;0;0;0;0;0,02191;0;0;16,3;;;;;;;;
28091;25281000;2,27E+00;6,62E+00;9,41E+00;8,087663;44,6;1,44E+00;8,50E-01;1,65E+00;8,35E-01;1,48E+00;2,73E+00;0;0;0;0,02191;0;0;16,3;;;;;;;;
28092;25281900;2,18E+00;6,30E+00;9,53E+00;8,087663;44,6;4,28E+00;2,56E+00;6,88373424;2,09E+00;6,95855088;5,14656024;0;0;0;0,02191;0;0;16,3;;;;;;;;
28093;25282800;2,16E+00;5,96E+00;9,58E+00;7,91967;47,9;0;0;0;0;0;0;0;0;0,14406;0,2832;0;0;15,1;;;;;;;;
28094;25283700;2,13E+00;5,60E+00;9,56E+00;7,91967;47,9;0;0;0;0;0;0;0;0;0,14406;0,2832;0;0;15,1;;;;;;;;
28095;25284600;2,09E+00;5,12E+00;9,31E+00;7,91967;47,9;0;0;9,15E-02;0;0;0;0;0;0,14406;0,2832;0;0;15,1;;;;;;;;
28096;25285500;1,97E+00;4,76E+00;9,21E+00;7,91967;47,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0,14406;0,2832;0;0;15,1;;;;;;;;
28097;25286400;1,80E+00;4,40E+00;9,05E+00;7,967668;46,9;0;0;0;0;0;0;0;0;0,30992;0,42437;0,06864;0;13,3;;;;;;;;
28098;25287300;1,58E+00;4,09E+00;8,98E+00;7,967668;46,9;0;0;0;0;0;0;0;0;0,30992;0,42437;0,06864;0;13,3;;;;;;;;
28099;25288200;1,27E+00;4,11E+00;9,67E+00;7,967668;46,9;0;0;0;0;0;0;0;0;0,30992;0,42437;0,06864;0;13,3;;;;;;;;
28100;25289100;8,94E-01;3,81E+00;9,7429795;7,967668;46,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0,30992;0,42437;0,06864;0;13,3;;;;;;;;
28101;25290000;6,24E-01;2,9919146;8,502935;8,351652;39;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;11,1;;;;;;;;
28102;25290900;0,49816855;1,9535844;6,2599863;8,351652;39;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;11,1;;;;;;;;
28103;25291800;0,42725098;1,0860452;3,945531;8,351652;39;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;11,1;;;;;;;;
28104;25292700;0,35667123;0,49354886;1,9887029;8,351652;39;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0,03519;0;0,49362;0,59535;0,3458;0,20543;11,1;;;;;;;;
28105;25293600;0,22963911;0,14655824;0,5810832;8,519645;41,8;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;10,2;;;;;;;;
28106;25294500;0,066786385;0,029154829;0,08781109;8,519645;41,8;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;10,2;;;;;;;;
28107;25295400;0;0;0;8,519645;41,8;0;0;0;0;0;0;0,03519;0;0,49362;0,59535;0,3458;0,20543;10,2;;;;;;;;
28108;25296300;0;0;0;8,519645;41,8;5,27195856;3,41E+00;5,9684874;3,76E+00;3,71E+00;4,56E+00;0,03519;0;0,49362;0,59535;0,3458;0,20543;10,2;;;;;;;;
28109;25297200;0;0;0;8,207658;35,9;0;0;0;0;0;0;0,21082;0;0,58529;0,68103;0,47776;0,37246;8,8;;;;;;;;
28110;25298100;0;0;0;8,207658;35,9;0;0;0;0;0;0;0,21082;0;0,58529;0,68103;0,47776;0,37246;8,8;;;;;;;;
28111;25299000;0;0;0;8,207658;35,9;1,44E+00;1,71E+00;1,38E+00;1,25E+00;0;1,37E+00;0,21082;0;0,58529;0,68103;0,47776;0,37246;8,8;;;;;;;;
28112;25299900;0;0;0;8,207658;35,9;1,92E+00;1,71E+00;3,21E+00;1,67E+00;3,25E+00;1,83E+00;0,21082;0;0,58529;0,68103;0,47776;0,37246;8,8;;;;;;;;
28113;25300800;0;0;0;7,91967;32,7;0;0;4,95E+00;0;0;0;0,35574;0;0,67799;0,76879;0,60741;0,52299;8,1;;;;;;;;
28114;25301700;0;0;0;7,91967;32,7;0;0;0;0;0;0;0,35574;0;0,67799;0,76879;0,60741;0,52299;8,1;;;;;;;;
28115;25302600;0;0;0;7,91967;32,7;0;0;0;0;1,39E+00;0;0,35574;0;0,67799;0,76879;0,60741;0,52299;8,1;;;;;;;;
28116;25303500;0;0;0;7,91967;32,7;7,19275512;6,40572228;6,88373424;6,26031252;1,39E+00;6,8310408;0,35574;0;0,67799;0,76879;0,60741;0,52299;8,1;;;;;;;;
28117;25304400;0;0;0;7,631682;35;6,02394624;5,3211324;4,15E+00;5,13630312;0;5,80638468;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;7,6;;;;;;;;
28118;25305300;0;0;0;7,631682;35;0;0;0;0;0;0;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;7,6;;;;;;;;
28119;25306200;0;0;0;7,631682;35;0;0;0;0;0;0;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;7,6;;;;;;;;
28120;25307100;0;0;0;7,631682;35;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;7,6;;;;;;;;
28121;25308000;0;0;0;7,127703;32,5;5,84414496;0;4,19E+00;0;6,08870688;5,80638468;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;6,9;;;;;;;;
28122;25308900;0;0;0;7,127703;32,5;0;0;0;0;0;0;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;6,9;;;;;;;;
28123;25309800;0;0;0;7,127703;32,5;0;0;0;0;0;0;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;6,9;;;;;;;;
28124;25310700;0;0;0;7,127703;32,5;7,19275512;2,99E+00;6,88373424;2,93E+00;6,95855088;6,8310408;0,42084;0,07321;0,70751;0,79415;0,66226;0,59389;6,9;;;;;;;;
28125;25311600;0;0;0;6,791717;32;0;0;0;0;6,08870688;5,80638468;0,45189;0,16684;0,71026;0,79365;0,68315;0,62864;6,9;;;;;;;;
28126;25312500;0;0;0;6,791717;32;0;0;0;0;0;0;0,45189;0,16684;0,71026;0,79365;0,68315;0,62864;6,9;;;;;;;;
28127;25313400;0;0;0;6,791717;32;0;0;0;0;0;0;0,45189;0,16684;0,71026;0,79365;0,68315;0,62864;6,9;;;;;;;;
28128;25314300;0;0;0;6,791717;32;1,44E+00;1,28E+00;2,29E+00;1,67E+00;6,95855088;6,8310408;0,45189;0,16684;0,71026;0,79365;0,68315;0,62864;6,9;;;;;;;;
28129;25315200;0;0;0;6,647723;30,8;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,8;;;;;;;;
28130;25316100;0;0;0;6,647723;30,8;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,8;;;;;;;;
28131;25317000;0;0;0;6,647723;30,8;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,8;;;;;;;;
28132;25317900;0;0;0;6,647723;30,8;0;1,28E+00;0;8,35E-01;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,8;;;;;;;;
28133;25318800;0;0;0;6,527728;29,4;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,9;;;;;;;;
28134;25319700;0;0;0;6,527728;29,4;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,9;;;;;;;;
28135;25320600;0;0;0;6,527728;29,4;0;0;0;0;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,9;;;;;;;;
28136;25321500;0;0;0;6,527728;29,4;0;1,28E+00;0;8,35E-01;0;0;0,52775;0,30262;0,74719;0,82684;0,75467;0,71031;6,9;;;;;;;;
28137;25322400;0;0;0;6,503729;30,3;0;1,27E+00;0;1,33E+00;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;7;;;;;;;;
28138;25323300;0;0;0;6,503729;30,3;0;0;0;0;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;7;;;;;;;;
28139;25324200;0;0;0;6,503729;30,3;0;0;0;0;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;7;;;;;;;;
28140;25325100;0;0;0;6,503729;30,3;0;6,40572228;0;6,26031252;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;7;;;;;;;;
28141;25326000;0;0;0;6,47973;31,2;0;0;0;0;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;6,9;;;;;;;;
28142;25326900;0;0;0;6,47973;31,2;0;0;0;0;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;6,9;;;;;;;;
28143;25327800;0;0;0;6,47973;31,2;0;0;0;0;0;0;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;6,9;;;;;;;;
28144;25328700;0;0;0;6,47973;31,2;0;6,40572228;1,84E+00;6,26031252;6,95855088;1,83E+00;0,57169;0,37388;0,77129;0,84902;0,79833;0,75865;6,9;;;;;;;;
28145;25329600;0;0;0;6,551727;35,9;0;0;0;0;0;0;0,54617;0,31702;0,81572;0,89031;0,76867;0,70312;6,7;;;;;;;;
28146;25330500;0;0;0;6,551727;35,9;0;0;0;0;0;0;0,54617;0,31702;0,81572;0,89031;0,76867;0,70312;6,7;;;;;;;;
28147;25331400;0;0;0;6,551727;35,9;0;0;0;0;0;0;0,54617;0,31702;0,81572;0,89031;0,76867;0,70312;6,7;;;;;;;;
28148;25332300;0;0;0;6,551727;35,9;1,92E+00;6,40572228;1,84E+00;6,26031252;1,86E+00;1,83E+00;0,54617;0,31702;0,81572;0,89031;0,76867;0,70312;6,7;;;;;;;;
28149;25333200;0;0;0;7,319695;41,9;0;0;0;0;0;0;0,52917;0,28259;0,83661;0,91071;0,752;0,67475;6,7;;;;;;;;
28150;25334100;0;0;0;7,319695;41,9;0;0;0;0;0;0;0,52917;0,28259;0,83661;0,91071;0,752;0,67475;6,7;;;;;;;;
28151;25335000;0;0;0;7,319695;41,9;0;0;0;0;0;0;0,52917;0,28259;0,83661;0,91071;0,752;0,67475;6,7;;;;;;;;
28152;25335900;0;0;0;7,319695;41,9;2,39E+00;6,40572228;2,29E+00;6,26031252;1,86E+00;1,83E+00;0,52917;0,28259;0,83661;0,91071;0,752;0,67475;6,7;;;;;;;;
28153;25336800;0;0;0;8,087663;46,1;0;0;5,35049592;5,3354622;0;3,07E+00;0,11165;0;0,61453;0,68792;0,33102;0,18602;6,5;;;;;;;;
28154;25337700;0;0;0;8,087663;46,1;0;0;0;0;0;0;0,11165;0;0,61453;0,68792;0,33102;0,18602;6,5;;;;;;;;
28155;25338600;0;0;0;8,087663;46,1;0;0;0;0;0;0;0,11165;0;0,61453;0,68792;0,33102;0,18602;6,5;;;;;;;;
28156;25339500;0;0;0,00E+00;8,087663;46,1;5,75424432;6,40572228;6,88373424;6,26031252;1,86E+00;6,8310408;0,11165;0;0,61453;0,68792;0,33102;0,18602;6,5;;;;;;;;
28157;25340400;0;0,00E+00;0,00E+00;8,255656;47,7;3,92E+00;0;1,39E+00;0;0;5,85294396;0;0;0,11257;0,17545;0;0;5,9;;;;;;;;
28158;25341300;0,00E+00;0,00E+00;0,00E+00;8,255656;47,7;0;0;0;0;0;0;0;0;0,11257;0,17545;0;0;5,9;;;;;;;;
28159;25342200;0,00E+00;0,00E+00;0,00E+00;8,255656;47,7;0;0;0;0;0;0;0;0;0,11257;0,17545;0;0;5,9;;;;;;;;
28160;25343100;6,41E-01;7,64E-02;7,12E-02;8,255656;47,7;7,19275512;5,55407964;6,88373424;5,84057508;5,56685076;6,8310408;0;0;0,11257;0,17545;0;0;5,9;;;;;;;;
28161;25344000;2,12E+00;3,30E-01;2,58E-01;8,279655;46;7,89E-01;0;0;0;0;0;0;0;0;0;0;0;8,9;;;;;;;;
28162;25344900;3,57E+00;6,69E-01;4,81E-01;8,279655;46;0;0;0;0;0;0;0;0;0;0;0;0;8,9;;;;;;;;
28163;25345800;4,32E+00;9,42E-01;6,70E-01;8,279655;46;0;1,28E+00;0;8,35E-01;1,84E+00;0;0;0;0;0;0;0;8,9;;;;;;;;
28164;25346700;4,01E+00;1,00E+00;8,03E-01;8,279655;46;7,19275512;2,56E+00;3,67E+00;1,67E+00;6,95855088;5,01E+00;0;0;0;0;0;0;8,9;;;;;;;;
28165;25347600;3,07E+00;8,82E-01;9,17E-01;8,423649;35;0;0;0;0;0;0;0;0;0;0;0;0;11,7;;;;;;;;
28166;25348500;1,91E+00;6,45E-01;1,02E+00;8,423649;35;0;0;0;0;0;0;0;0;0;0;0;0;11,7;;;;;;;;
28167;25349400;1,16E+00;4,70E-01;1,16E+00;8,423649;35;0;0;2,29E+00;0;0;2,27E+00;0;0;0;0;0;0;11,7;;;;;;;;
28168;25350300;1,35E+00;5,48E-01;1,36E+00;8,423649;35;3,36E+00;6,40572228;6,17187;6,26031252;6,0333486;6,10132716;0;0;0;0;0;0;11,7;;;;;;;;
28169;25351200;1,61E+00;6,55E-01;1,59E+00;8,567643;31;0;0;0;2,00E+00;0;0;0;0;0;0;0;0;12,8;;;;;;;;
28170;25352100;1,93E+00;7,86E-01;1,86E+00;8,567643;31;0;0;0;0;0;0;0;0;0;0;0;0;12,8;;;;;;;;
28171;25353000;2,26E+00;9,29E-01;2,13E+00;8,567643;31;0;0;0;0;2,45E+00;0;0;0;0;0;0;0;12,8;;;;;;;;
28172;25353900;4,32E+00;1,88E+00;2,37E+00;8,567643;31;2,39E+00;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,8;;;;;;;;
28173;25354800;7,50E+00;3,59E+00;2,62E+00;8,519645;32,1;0;0;0;0;0;0;0;0;0;0;0;0;14,2;;;;;;;;
28174;25355700;1,02E+01;5,37E+00;2,81E+00;8,519645;32,1;1,44E+00;0;0;0;0;0;0;0;0;0;0;0;14,2;;;;;;;;
28175;25356600;1,13E+01;6,36E+00;3,42E+00;8,519645;32,1;5,27195856;0;0;0;0;0;0;0;0;0;0;0;14,2;;;;;;;;
28176;25357500;1,03E+01;6,05E+00;4,25E+00;8,519645;32,1;7,19275512;2,56E+00;6,88373424;3,34E+00;5,56685076;6,8310408;0;0;0;0;0;0;14,2;;;;;;;;
28177;25358400;8,52E+00;5,15E+00;4,58E+00;8,375651;32;0;0;0;0;0;0;0;0;0;0,06921;0;0;14,7;;;;;;;;
28178;25359300;6,73E+00;4,00E+00;4,66E+00;8,375651;32;0;8,50E-01;0;8,35E-01;0;0;0;0;0;0,06921;0;0;14,7;;;;;;;;
28179;25360200;6,17E+00;3,77E+00;4,82E+00;8,375651;32;0;4,70E+00;0;4,59E+00;0;0;0;0;0;0,06921;0;0;14,7;;;;;;;;
28180;25361100;6,31E+00;4,19E+00;5,30E+00;8,375651;32;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0,06921;0;0;14,7;;;;;;;;
28181;25362000;6,33E+00;4,61E+00;5,82E+00;8,135661;32,1;0;0;0;0;0;0;0;0;0;0,06921;0;0;13,1;;;;;;;;
28182;25362900;6,22E+00;5,15E+00;6,42E+00;8,135661;32,1;0;0;0;0;0;0;0;0;0;0,06921;0;0;13,1;;;;;;;;
28183;25363800;5,80E+00;5,38E+00;6,89E+00;8,135661;32,1;0;0;0;0;0;0;0;0;0;0,06921;0;0;13,1;;;;;;;;
28184;25364700;5,19E+00;5,50E+00;7,28E+00;8,135661;32,1;7,19275512;6,40572228;3,67E+00;6,26031252;6,95855088;4,56E+00;0;0;0;0,06921;0;0;13,1;;;;;;;;
28185;25365600;4,47E+00;5,57E+00;7,63E+00;8,015666;36,6;0;0;2,03E+00;0;0;0;0;0;0,22327;0,30251;0,12746;0,04275;13,7;;;;;;;;
28186;25366500;3,65E+00;5,60E+00;7,97E+00;8,015666;36,6;0;0;0;0;0;3,19E+00;0;0;0,22327;0,30251;0,12746;0,04275;13,7;;;;;;;;
28187;25367400;2,76E+00;5,60E+00;8,32E+00;8,015666;36,6;0;0;0;0;0;0;0;0;0,22327;0,30251;0,12746;0,04275;13,7;;;;;;;;
28188;25368300;2,58E+00;5,54E+00;8,62E+00;8,015666;36,6;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0,22327;0,30251;0,12746;0,04275;13,7;;;;;;;;
28189;25369200;2,42E+00;5,38E+00;8,79E+00;7,847673;40,2;0;0;0;0;0;0;0,22002;0;0,48096;0,55552;0,45592;0,39703;11,7;;;;;;;;
28190;25370100;2,26E+00;5,13E+00;8,85E+00;7,847673;40,2;0;0;0;0;0;0;0,22002;0;0,48096;0,55552;0,45592;0,39703;11,7;;;;;;;;
28191;25371000;2,09E+00;4,84E+00;8,82E+00;7,847673;40,2;0;0;0;0;0;0;0,22002;0;0,48096;0,55552;0,45592;0,39703;11,7;;;;;;;;
28192;25371900;1,92E+00;4,52E+00;8,72E+00;7,847673;40,2;7,19275512;6,40572228;6,88373424;6,26031252;1,86E+00;6,8310408;0,22002;0;0,48096;0,55552;0,45592;0,39703;11,7;;;;;;;;
28193;25372800;1,74E+00;4,20E+00;8,63E+00;7,91967;40,7;0;0;0;0;0;0;0,4294;0,13423;0,63263;0,70475;0,64758;0,59713;11,2;;;;;;;;
28194;25373700;1,54E+00;3,97E+00;8,71E+00;7,91967;40,7;0;0;0;0;1,86E+00;0;0,4294;0,13423;0,63263;0,70475;0,64758;0,59713;11,2;;;;;;;;
28195;25374600;1,23E+00;4,20E+00;9,82E+00;7,91967;40,7;0;0;0;0;0;0;0,4294;0,13423;0,63263;0,70475;0,64758;0,59713;11,2;;;;;;;;
28196;25375500;8,30E-01;3,90E+00;9,932068;7,91967;40,7;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0,4294;0,13423;0,63263;0,70475;0,64758;0,59713;11,2;;;;;;;;
28197;25376400;6,23E-01;2,9078645;8,234363;8,303654;31,8;0;0;0;0;0;0;0,74319;0,50774;0,89445;0,96322;0,9635;0,9271;9;;;;;;;;
28198;25377300;0,48496567;1,8716091;5,9778813;8,303654;31,8;0;0;0;0;0;0;0,74319;0,50774;0,89445;0,96322;0,9635;0,9271;9;;;;;;;;
28199;25378200;0,4038365;1,02082733;3,6986228;8,303654;31,8;0;0;0;0;0;0;0,74319;0,50774;0,89445;0,96322;0,9635;0,9271;9;;;;;;;;
